,Identifier,Company Name,Country of Exchange,Exchange Name,TRBC Economic Sector Name,Total Assets,ROA ,Total Current Assets,Total Debt,Total Equity,"Property/Plant/Equipment, Total - Net",Cash from Operating Activities,Cash from Financing Activities,Cash from Investing Activities,Price To Book Value Per Share ,Depreciation,Total Current Liabilities,Retained Earnings ,Cash and Short Term Investments,Cash Dividend Paid,Company Market Cap,Shares Held By Strategic Investors,Free Cash Flow,Total Revenue,"Accounts Receivable - Trade, Net",Accounts Payable,Total Common Shares Outstanding,TRBC Economic Sector Name,TRBC Business Sector Name,Price close,EBIT
43,SMT.HN,Sametel Corp,Vietnam,HANOI STOCK EXCHANGE,Technology,"253,322,767,420.00",1.00%,"196,931,019,420.00","54,246,100,710.00","70,906,364,700.00","50,030,114,040.00","-26,469,332,240.00","2,928,144,610.00","-4,493,825,410.00",1.3,,"165,942,307,090.00","5,486,906,460.00","10,962,237,120.00","28,829,900.00","84,745,196,000.00","3,074,689.00","7,118,140,160.00","400,362,080,580.00","116,462,437,320.00","113,407,386,890.00","5,467,430.00",Technology,Technology Equipment,"9,100.00","-51,922,508,710.00"
44,HHG.HN,Hoang Ha JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"315,133,238,170.00",-18.60%,"38,494,135,610.00","86,541,656,260.00","220,517,636,840.00","263,704,848,510.00","8,637,948,840.00","-34,442,351,550.00","20,102,650,930.00",1.33,"33,940,546,670.00","68,849,760,270.00","-134,650,445,870.00","2,439,761,820.00",,"317,556,821,400.00","3,377,378.00","-41,540,068,920.00","94,335,266,140.00","5,828,423,960.00","3,613,472,180.00","34,896,350.00",Industrials,Transportation,"31,000.00","-116,225,930.00"
45,VRC.HM,Vrc Real Estate and Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"1,858,068,073,260.00",0.00%,"1,389,433,254,810.00","472,114,500,000.00","973,385,248,990.00","1,351,724,600.00","-173,339,962,470.00","171,147,000,000.00","26,606,520.00",1.59,"360,925,050.00","67,611,593,270.00","411,001,773,260.00","10,314,682,090.00",,"1,550,000,000,000.00","15,942,310.00","981,718,470.00","3,474,130,000.00","27,029,605,170.00","743,692,620.00","50,000,000.00",Real Estate,Real Estate,"12,200.00","296,965,200.00"
46,VE2.HN,VNECO2 Electricity Construction JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"106,103,424,260.00",2.00%,"96,000,057,520.00","25,274,725,740.00","23,632,176,620.00","6,936,240,960.00","-1,555,191,070.00","8,162,322,400.00","-1,257,251,070.00",1.16,,"82,471,247,650.00","1,779,544,230.00","10,033,992,010.00","1,468,656,000.00","25,596,576,000.00","820,261.00","-570,092,410.00","42,725,102,490.00","21,180,349,310.00","27,946,594,200.00","2,098,080.00",Industrials,Industrial & Commercial Services,"18,700.00","6,390,059,860.00"
47,HMH.HN,Hai Minh Corp,Vietnam,HANOI STOCK EXCHANGE,Industrials,"272,700,785,570.00",6.20%,"147,325,221,870.00","271,279,830.00","236,323,682,310.00","99,885,121,290.00","23,172,639,920.00","-12,841,986,900.00","4,274,696,980.00",0.99,"9,069,951,330.00","34,606,538,020.00","96,079,142,930.00","104,848,890,190.00","12,841,986,900.00","241,387,958,900.00","5,212,748.00","6,817,117,810.00","90,715,464,870.00","14,730,575,450.00","15,430,168,150.00","12,847,650.00",Industrials,Transportation,"69,845.96","1,568,574,040,170.00"
48,PDR.HM,Phat Dat Real Estate Development Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"20,551,878,969,980.00",10.30%,"15,337,063,138,490.00","3,426,944,791,670.00","7,054,006,118,860.00","1,090,291,001,240.00","796,980,781,470.00","2,396,976,726,400.00","-2,753,093,605,380.00",7.49,"9,537,712,210.00","8,731,172,971,190.00","1,875,193,074,780.00","515,620,604,830.00","51,411,600.00","46,911,886,403,200.00","421,094,051.00","1,823,506,058,690.00","3,620,224,205,830.00","663,369,585,290.00","147,769,187,980.00","671,643,190.00",Real Estate,Real Estate,"15,309.38","-538,958,010.00"
49,VLA.HN,Van Lang Technology Development and Investment JSC,Vietnam,HANOI STOCK EXCHANGE,Technology,"25,260,223,190.00",27.60%,"16,699,931,710.00","1,000,000,000.00","20,731,023,520.00","2,741,090,000.00","-5,007,578,770.00","460,000,000.00","2,921,263,760.00",2.54,"174,160,610.00","4,529,199,670.00","6,605,279,660.00","12,118,310,840.00","540,000,000.00","30,780,000,000.00","704,800.00","2,135,641,910.00","14,454,237,800.00","817,814,600.00","415,821,150.00","1,080,000.00",Technology,Software & IT Services,"8,800.00","21,231,167,130.00"
50,PCT.HN,Viet Nam Gas and Chemicals Transportation Corp,Vietnam,HANOI STOCK EXCHANGE,Industrials,"312,853,321,090.00",4.30%,"307,470,431,900.00","2,641,071,420.00","302,589,845,100.00","4,822,239,190.00","-9,976,223,940.00","2,641,071,430.00","6,119,067,770.00",0.67,"993,964,290.00","8,044,976,000.00","69,832,167,270.00","48,864,591,290.00",,"202,400,000,000.00","18,117,772.00","10,092,056,740.00","464,207,828,200.00","223,518,760,380.00","837,029,900.00","23,000,000.00",Industrials,Transportation,"12,200.00","28,339,527,920.00"
51,CVN.HN,Vinam JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"292,275,317,060.00",10.00%,"262,025,538,500.00","200,000,000.00","274,991,067,270.00","18,981,603,880.00","-152,637,280,890.00","108,450,000,000.00","36,738,094,240.00",0.92,"51,768,470.00","6,708,347,030.00","57,839,226,670.00","8,646,634,280.00",0,"241,559,926,800.00","9,411,800.00","4,685,304,250.00","76,897,392,450.00","28,779,680,300.00","4,079,460,400.00","19,799,990.00",Industrials,Industrial & Commercial Services,"15,650.00","106,374,942,920.00"
52,QCG.HM,Quoc Cuong GiaLai JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"9,817,180,413,590.00",0.70%,"7,640,306,807,970.00","454,872,435,000.00","4,085,188,993,300.00","1,237,290,385,410.00","47,035,995,620.00","-50,029,565,000.00","-6,729,931,760.00",1.06,"62,002,349,000.00","5,169,444,443,540.00","491,412,227,480.00","31,009,847,480.00",,"4,305,771,056,650.00","143,477,980.00","127,081,432,310.00","1,049,897,566,430.00","189,717,013,100.00","175,812,686,910.00","275,129,140.00",Real Estate,Real Estate,"9,200.00","-1,186,970,460.00"
53,MIM.HN,Mineral and Mechanical JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"124,215,841,970.00",6.00%,"79,544,658,100.00","33,686,500,000.00","28,496,909,940.00","36,157,953,540.00","19,976,460,140.00","-1,744,500,000.00","-18,388,847,130.00",1.21,,"95,640,734,620.00","-5,601,690,060.00","790,859,900.00",,"31,370,712,000.00","2,194,554.00","-9,738,258,210.00","154,430,032,200.00","16,343,053,680.00","24,571,236,560.00","3,409,860.00",Basic Materials,Mineral Resources,"185,000.00","48,067,974,680.00"
54,WCS.HN,West Coach Station JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"185,753,796,460.00",6.10%,"158,661,112,560.00",0,"166,526,961,920.00","26,430,803,980.00","-5,032,868,210.00","-5,000,000,000.00","46,314,052,850.00",2.68,"4,354,849,740.00","15,027,546,000.00","30,221,613,800.00","146,871,541,800.00","5,000,000,000.00","462,500,000,000.00","1,806,700.00","7,550,514,090.00","54,739,151,580.00","5,892,410,110.00","1,573,740,790.00","2,500,000.00",Industrials,Transportation,"41,704.66","192,790,709,430.00"
55,SMB.HM,Sai Gon Mien Trung Beer JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"937,098,351,200.00",18.20%,"490,517,309,340.00","77,000,000,000.00","554,093,848,490.00","381,197,875,210.00","292,153,670,480.00","-63,320,094,260.00","-220,453,911,100.00",2.18,"71,190,787,470.00","357,002,711,810.00","170,492,718,600.00","260,465,064,180.00","110,864,256,610.00","1,274,451,869,600.00","17,345,720.00","64,992,232,690.00","1,191,244,188,860.00","28,073,058,990.00","21,686,903,910.00","29,846,650.00",Consumer Non-Cyclicals,Food & Beverages,"55,500.00","146,351,170,530.00"
56,NET.HN,NET Detergent JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"704,509,866,630.00",16.20%,"405,908,491,610.00","20,357,796,120.00","358,090,817,260.00","245,367,765,590.00","154,417,747,220.00","-134,678,084,430.00","-17,892,562,590.00",2.68,"21,533,949,320.00","346,319,049,370.00","118,400,523,610.00","136,385,827,370.00","134,388,591,000.00","1,243,109,757,000.00","19,924,751.00","-14,136,046,620.00","1,479,644,749,580.00","64,703,359,420.00","250,017,710,820.00","22,398,370.00",Consumer Non-Cyclicals,Personal & Household Products & Services,"31,733.65","80,665,871,800.00"
57,IDJ.HN,IDJ Vietnam Investment JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"3,455,629,114,530.00",6.90%,"2,248,030,493,690.00","394,614,500,010.00","952,291,443,700.00","6,369,239,980.00","-217,065,645,610.00","212,743,783,290.00","-44,350,919,690.00",2.64,"3,866,093,860.00","2,133,713,754,580.00","215,638,683,700.00","46,759,412,480.00","439,737,500.00","3,653,594,907,199.98","12,620,960.00","203,300,228,960.00","893,402,743,540.00","275,494,582,380.00","241,266,196,040.00","73,512,980.00",Real Estate,Real Estate,"19,000.00","-148,344,400,240.00"
58,VOS.HM,Viet Nam Ocean Shipping JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"2,746,617,755,130.00",17.70%,"1,092,054,865,670.00","636,992,153,510.00","1,009,110,130,180.00","1,490,717,629,410.00","708,660,207,460.00","-685,989,438,260.00","27,728,958,680.00",2.87,"309,157,397,850.00","726,956,203,640.00","-420,583,200,890.00","453,218,372,850.00","56,438,260.00","2,660,000,000,000.00","81,294,650.00","786,552,758,560.00","1,423,851,692,370.00","89,321,426,400.00","316,813,495,620.00","140,000,000.00",Industrials,Transportation,"26,300.00","70,203,288,710.00"
59,SPC.HN,Saigon Plant Protection JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"640,466,957,090.00",,"576,101,888,220.00","153,279,699,780.00","226,898,814,210.00","35,906,757,220.00","21,699,246,210.00","363,376,040.00","-9,827,495,740.00",1.22,"8,714,169,710.00","390,214,516,460.00","59,814,620,550.00","64,389,653,110.00","16,638,489,350.00","276,939,000,000.00",0,"22,863,265,030.00","1,138,125,698,110.00","143,449,492,160.00","199,235,988,990.00","10,530,000.00",Basic Materials,Chemicals,"24,074.08","120,501,779,360.00"
60,SHP.HM,Southern Hydropower JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"1,832,513,519,490.00",14.50%,"292,301,012,320.00","417,471,217,340.00","1,336,664,787,250.00","1,536,239,160,620.00","421,278,743,880.00","-281,822,501,860.00","-956,786,320.00",1.89,"156,424,666,890.00","256,848,732,250.00","371,231,873,750.00","152,634,773,930.00","94,943,858,700.00","2,436,465,199,999.99","61,170,874.00","325,657,387,840.00","657,816,352,380.00","130,159,270,270.00","2,656,177,030.00","101,206,570.00",Utilities,Utilities,"25,481.91","1,053,877,000,000.00"
61,NVB.HN,National Citizen Commercial Joint Stock Bank,Vietnam,HANOI STOCK EXCHANGE,Financials,"73,784,029,000,000.00",0.00%,,"2,151,579,000,000.00","4,264,220,000,000.00","128,240,000,000.00","-8,525,372,000,000.00",,"-63,688,000,000.00",2.93,,,"34,793,000,000.00",,,"12,977,034,425,300.00","41,077,715.00","-23,391,000,000.00",,,"1,558,455,000,000.00","509,507,890.00",Financials,Banking & Investment Services,"16,800.00","-12,621,097,280.00"
62,PTL.HM,Petro Capital and Infrastructure Investment JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"1,205,020,289,670.00",2.40%,"941,628,482,290.00",0,"748,670,760,120.00","85,226,750,690.00","45,192,022,090.00","-22,003,520.00","141,997,303,600.00",2.24,"5,446,980,210.00","426,772,583,220.00","-266,921,678,590.00","237,938,215,840.00","22,003,520.00","1,660,933,344,000.00","65,369,730.00","30,812,030,060.00","96,427,398,340.00","217,351,948,880.00","127,895,273,260.00","98,865,080.00",Real Estate,Real Estate,"8,150.00","20,087,436,440.00"
63,HVX.HM,Vicem Hai Van Cement JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"765,738,694,230.00",0.10%,"154,180,015,790.00","205,361,579,410.00","431,733,662,960.00","567,372,147,340.00","25,739,373,670.00","-19,742,085,990.00","-9,105,468,950.00",0.78,"50,524,681,780.00","305,245,418,330.00","1,404,200,590.00","4,805,265,900.00","8,268,947,100.00","338,430,787,500.00","36,847,024.00","31,944,898,540.00","672,620,780,090.00","18,713,354,330.00","103,245,112,460.00","41,525,250.00",Basic Materials,Mineral Resources,"35,500.00","186,764,254,850.00"
64,VMD.HM,Vimedimex Medi Pharma JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"5,527,280,533,000.00",0.30%,"5,275,464,010,540.00","612,374,000,000.00","331,171,551,240.00","146,701,223,170.00","-612,141,589,940.00","475,917,414,700.00","-17,737,653,460.00",1.62,"19,420,435,360.00","5,111,112,492,210.00","20,662,465,170.00","179,909,276,190.00","30,866,585,300.00","548,129,514,000.00","12,123,279.00","-17,041,122,300.00","12,311,862,982,030.00","1,997,625,715,870.00","4,180,117,968,910.00","15,440,270.00",Consumer Non-Cyclicals,Food & Drug Retailing,"11,100.00","98,786,755,310.00"
65,OCH.HN,OCH Hospitality & Service JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"2,618,642,449,220.00",-2.90%,"1,447,573,336,690.00","173,301,588,030.00","1,590,634,890,040.00","883,554,896,620.00","-47,431,550,160.00","17,929,578,880.00","-101,449,683,530.00",1.4,"66,562,699,910.00","546,293,340,630.00","-440,416,199,360.00","448,119,929,620.00",0,"2,220,000,000,000.00","135,929,563.00","-111,525,571,620.00","399,339,804,680.00","-910,332,864,040.00","26,691,360,250.00","200,000,000.00",Consumer Non-Cyclicals,Food & Beverages,"11,200.00","2,122,279,430.00"
66,APP.HN,Additives and Petroleum Products JSC,Vietnam,HANOI STOCK EXCHANGE,Energy,"100,338,407,540.00",3.30%,"71,348,217,630.00","30,476,145,950.00","51,258,828,810.00","12,406,606,410.00","6,327,227,980.00","-5,509,077,460.00","-180,377,120.00",1,,"49,079,578,730.00","3,317,525,330.00","6,095,823,700.00",,"52,915,878,400.00","2,629,501.00","6,022,764,620.00","199,699,220,200.00","17,944,311,100.00","8,008,336,890.00","4,724,630.00",Energy,Energy - Fossil Fuels,"22,500.00","3,343,572,010.00"
67,HAT.HN,Hanoi Beer Trading JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"127,728,069,490.00",0.70%,"79,276,489,530.00",0,"51,489,906,200.00","17,830,312,970.00","-10,370,697,100.00","-6,124,770,000.00","1,831,146,640.00",1.39,"3,588,982,170.00","76,238,163,290.00","1,989,261,070.00","67,662,660,530.00","6,124,770,000.00","70,267,500,000.00","2,040,300.00","-1,700,506,550.00","448,689,918,440.00","3,602,638,480.00","6,582,919,610.00","3,123,000.00",Consumer Non-Cyclicals,Food & Drug Retailing,"24,919.55","46,878,712,970.00"
68,TIG.HN,Thang Long Investment Group JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"3,518,554,533,700.00",7.60%,"1,470,883,625,470.00","60,000,000.00","1,554,739,623,650.00","115,873,750,070.00","753,946,346,790.00","413,773,854,180.00","-794,425,931,720.00",2.52,"4,845,775,660.00","659,565,781,580.00","231,455,549,330.00","540,209,575,630.00",,"3,640,191,351,999.99","59,552,443.00","201,381,940,460.00","906,312,821,130.00","164,428,067,170.00","123,785,315,640.00","146,078,380.00",Real Estate,Real Estate,"32,361.66","86,497,694,390.00"
69,C32.HM,CIC39 Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"972,882,344,460.00",7.20%,"541,368,348,930.00","217,302,514,370.00","559,016,917,090.00","133,120,636,290.00","85,466,014,440.00","-93,859,077,420.00","31,727,090,110.00",0.85,"24,783,052,460.00","373,288,363,610.00","193,284,502,210.00","212,517,539,470.00","18,999,966,790.00","502,006,843,000.00","1,991,810.00","55,105,164,430.00","515,892,584,200.00","124,517,541,530.00","23,137,068,140.00","15,030,150.00",Basic Materials,Mineral Resources,"10,300.00","28,298,089,280.00"
70,SMA.HM,Saigon Machinery Spare Parts JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"417,456,941,400.00",5.10%,"17,302,449,040.00","155,621,449,520.00","201,721,669,630.00","396,119,570,680.00","40,120,041,280.00","-39,276,700,000.00","-1,190,944,250.00",1.1,,"132,145,271,770.00","-15,929,360,610.00","2,353,665,240.00",,"209,634,210,800.00","1,421,683.00","45,232,319,580.00","81,727,998,490.00","11,201,302,660.00","4,309,795,490.00","20,352,840.00",Utilities,Utilities,"25,800.00","33,681,464,960.00"
71,ELC.HM,Electronics Communications Technology Investment Development Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Technology,"1,145,326,358,510.00",3.80%,"878,345,287,610.00","31,385,928,050.00","855,079,058,990.00","8,975,487,780.00","-97,377,574,750.00","-67,467,320,580.00","15,311,562,680.00",1.56,"7,394,161,230.00","267,967,072,450.00","213,858,698,240.00","181,900,109,290.00","30,324,000,210.00","1,311,121,118,400.00","17,000,785.00","23,368,491,470.00","659,132,165,810.00","394,793,885,980.00","129,412,323,380.00","50,818,650.00",Technology,Software & IT Services,"50,800.00","33,398,880,020.00"
72,DSN.HM,Dam Sen Water Park Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"200,709,067,360.00",11.40%,"184,844,790,160.00",0,"182,137,370,240.00","11,970,299,180.00","14,491,161,630.00","-35,029,167,060.00","55,241,658,030.00",3.5,"1,585,508,820.00","17,238,416,890.00","52,857,280,240.00","178,303,714,660.00","29,881,076,470.00","613,816,857,200.00","8,223,146.00","-8,493,694,690.00","25,241,829,150.00","340,996,150.00","318,984,160.00","12,083,010.00",Consumer Cyclicals,Cyclical Consumer Services,"8,800.00","53,706,581,590.00"
73,HQC.HM,Hoang Quan Consulting Trading Service Real Estate Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"9,326,768,797,730.00",0.10%,"3,503,901,025,400.00","13,111,380,000.00","4,340,591,748,200.00","3,406,110,340.00","2,272,675,231,840.00","-309,961,100,000.00","-1,962,003,673,360.00",0.97,"969,513,590.00","3,785,016,008,700.00","30,418,078,580.00","29,853,555,010.00",,"4,194,073,611,200.00","63,515,639.00","5,048,499,990.00","278,969,265,140.00","1,382,471,009,960.00","109,602,186,840.00","476,599,270.00",Real Estate,Real Estate,"35,880.00","44,818,431,190.00"
74,TDW.HM,Thu Duc Water Supply JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"377,501,871,350.00",7.70%,"155,178,278,710.00","56,110,311,440.00","178,160,401,730.00","213,442,118,530.00","-7,413,912,800.00","-23,061,703,000.00","-29,381,293,560.00",1.82,"53,370,845,130.00","155,179,847,180.00","56,787,191,920.00","115,000,994,770.00","10,196,979,000.00","312,800,000,000.00","8,090,520.00","34,173,419,210.00","1,039,484,537,150.00","12,301,569,090.00","64,460,647,160.00","8,500,000.00",Utilities,Utilities,"49,450.00","2,180,203,110.00"
75,ARM.HN,General Aviation Import Export JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"119,911,966,460.00",1.20%,"108,460,254,360.00","20,983,741,950.00","36,386,417,360.00","4,666,505,960.00","39,680,779,530.00","-43,681,909,570.00","-1,386,601,430.00",4.46,"2,957,698,610.00","81,804,701,360.00","3,790,179,350.00","8,076,345,360.00","1,646,908,190.00","155,564,150,000.00","2,701,886.00","507,891,800.00","191,456,752,060.00","45,116,578,310.00","16,152,938,220.00","3,111,280.00",Industrials,Industrial Goods,"18,000.00","924,773,290.00"
76,KTT.HN,KTT Investment Group JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"314,579,205,440.00",1.10%,"298,566,976,270.00","103,343,938,560.00","37,136,510,210.00","1,012,229,170.00","-56,256,175,020.00","76,608,288,560.00","-11,285,542,860.00",1.53,"212,311,430.00","277,442,695,230.00","7,586,510,210.00","15,648,979,920.00",,"53,190,000,000.00","1,091,300.00","2,561,771,190.00","453,773,143,060.00","60,193,142,230.00","83,332,594,780.00","2,955,000.00",Industrials,Industrial & Commercial Services,"7,000.00","601,127,410.00"
77,LM7.HN,Lilama 7 JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"156,129,478,650.00",-9.20%,"124,859,238,980.00","76,112,535,170.00","22,426,277,640.00","4,907,168,570.00","-249,516,900.00","298,092,810.00","-43,235,520.00",1.26,"2,338,370,430.00","133,703,201,010.00","-35,614,985,510.00","140,606,130.00",,"35,000,000,000.00","2,660,409.00","-13,233,374,670.00","33,268,356,900.00","29,940,760,020.00","20,509,240,620.00","5,000,000.00",Industrials,Industrial & Commercial Services,"21,350.00","-497,572,939,140.00"
78,SCR.HM,Sai Gon Thuong Tin Real Estate JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"9,797,263,075,310.00",1.80%,"6,722,441,165,230.00","1,566,071,271,280.00","4,832,944,011,260.00","7,348,845,850.00","915,725,603,230.00","-1,220,249,504,410.00","137,049,617,960.00",1.62,"47,326,773,000.00","3,438,051,200,150.00","661,111,130,030.00","131,897,119,600.00","317,125,500.00","7,821,707,069,050.00","103,880,365.00","210,456,591,050.00","1,683,184,118,020.00","238,983,877,060.00","85,149,670,640.00","366,356,300.00",Real Estate,Real Estate,"19,150.00","111,211,329,930.00"
79,CMX.HM,Camimex Group JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"2,427,282,318,800.00",4.20%,"1,533,112,204,740.00","808,187,090,790.00","1,082,430,141,610.00","430,444,436,070.00","359,403,400.00","465,514,646,160.00","-445,624,797,780.00",1.64,,"799,404,803,320.00","117,856,061,650.00","26,837,603,520.00",,"1,739,155,163,300.00","58,283,344.00","136,291,675,300.00","2,190,267,516,060.00","485,312,377,980.00","180,407,955,370.00","90,817,500.00",Consumer Non-Cyclicals,Food & Beverages,"15,950.00","42,732,698,080.00"
80,LM8.HM,Lilama 18 JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"1,342,268,502,070.00",1.00%,"1,148,191,474,800.00","673,837,661,380.00","295,328,117,010.00","132,290,819,180.00","80,666,468,580.00","-112,278,993,630.00","42,019,356,150.00",0.52,"28,151,349,410.00","1,039,344,871,210.00","23,285,708,500.00","124,978,625,270.00","6,470,306,340.00","149,749,477,900.00","5,149,076.00","30,163,925,520.00","1,426,627,836,860.00","404,840,349,620.00","143,646,538,690.00","9,388,680.00",Industrials,Industrial & Commercial Services,"18,300.00","6,809,107,020.00"
81,LCD.HN,Erection Electromechanics Testing JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"141,088,988,250.00",1.20%,"118,611,082,200.00","51,417,461,970.00","31,578,739,790.00","5,521,220,580.00","-7,202,237,420.00","-1,008,903,860.00","17,095,010.00",0.86,,"104,006,063,910.00","7,104,047,850.00","1,540,009,150.00",,"27,448,993,500.00","1,431,733.00","3,984,600,850.00","107,054,740,720.00","69,570,997,630.00","1,562,593,790.00","1,499,950.00",Industrials,Industrial & Commercial Services,"14,525.00","2,131,978,940.00"
82,PRC.HN,Portserco Logistics JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"59,518,843,130.00",2.20%,"19,515,369,360.00","24,565,967,140.00","28,754,124,220.00","27,461,671,980.00","1,129,419,780.00","-2,088,030,030.00","1,374,750,130.00",0.65,,"19,648,197,420.00","2,018,342,320.00","2,408,173,630.00","598,779,250.00","18,480,000,000.00","821,210.00","4,082,992,160.00","86,598,156,480.00","12,138,693,770.00","3,407,740,900.00","1,200,000.00",Industrials,Transportation,"31,500.00","-13,359,298,720.00"
83,CMS.HN,CMH Viet Nam Group JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"379,952,726,640.00",3.90%,"321,747,374,350.00","30,096,607,190.00","176,641,297,510.00","5,640,706,300.00","-90,569,627,220.00","58,497,834,100.00","27,582,946,490.00",3.1,"4,015,947,530.00","132,830,658,700.00","4,414,965,740.00","49,336,873,430.00","1,200,000,000.00","541,800,000,000.00","8,838,686.00","13,826,132,610.00","187,443,869,160.00","57,777,833,860.00","22,359,400,520.00","17,200,000.00",Industrials,Industrial & Commercial Services,"20,900.00","14,183,343,040.00"
